Nom,Type,SIREN,INSEE,SISPEA,UGE,service,Communes,Pop,Pop_service,Mode,Statut,operateur,Date,Statut,D102.0,P103.2B,Verif_P103.2B,CalculAuto_P103.2B,P104.3,Verif_P104.3,CalculAuto_P104.3,P105.3,Verif_P105.3,CalculAuto_P105.3,P106.3,Verif_P106.3,CalculAuto_P106.3,P107.2,Verif_P107.2,CalculAuto_P107.2
Asque,Commune,216500413,65041,155335,0650026,eau potable,1,119,119,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Asté,Commune,216500421,65042,155337,0650027,eau potable,1,553,553,Régie,Régie à autonomie financière,,,En cours de saisie,,,,,,,,,,,,,,,,
Aucun,Commune,216500454,65045,155338,0650028,eau potable,1,265,265,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Aulon,Commune,216500462,65046,155341,0650029,eau potable,1,88,88,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Auriébat,Commune,216500496,65049,155344,0650030,eau potable,1,270,135,Régie,Entreprise privée,,,En attente de saisie,,,,,,,,,,,,,,,,
Avajan,Commune,216500504,65050,155346,0650031,eau potable,1,69,69,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Avezac-Prat-Lahitte,Commune,216500546,65054,155348,0650205,eau potable,1,587,587,Régie,Entreprise privée,,,En attente de saisie,,,,,,,,,,,,,,,,
Ayros-Arbouix,Commune,216500553,65055,155350,0650032,eau potable,1,303,151,Régie,Entreprise privée,,,En attente de saisie,,,,,,,,,,,,,,,,
Ayzac-Ost,Commune,216500561,65056,155352,0650033,eau potable,1,466,233,Régie,Régie simple,,,Confirmé / publié,"1,16",118,Sans anomalie apparente,1,67.3,Sans anomalie apparente,1,4.7,Sans anomalie apparente,1,3.6,Sans anomalie apparente,1,1.74,Sans anomalie apparente,1
Azet,Commune,216500587,65058,155356,0650034,eau potable,1,161,161,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Bagnères-de-Bigorre,Commune,216500595,65059,155362,0650035,eau potable : Territoire n° 1 - Ville de BAGNERES,1,8130,4065,Délégation,Entreprise privée,,,En attente de saisie,,,,,,,,,,,,,,,,
Bagnères-de-Bigorre,Commune,216500595,65059,155361,,eau potable : Territoire n° 2 - LA MONGIE,1,8130,4065,Délégation,Entreprise privée,,,En attente de saisie,,,,,,,,,,,,,,,,
Banios,Commune,216500603,65060,155363,0650036,eau potable,1,54,54,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Barrancoueu,Commune,216500660,65066,155364,0650039,eau potable,1,34,34,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Barèges,Commune,216504811,65481,155628,0650164,eau potable,1,183,183,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Bazus-Aure,Commune,216500751,65075,155370,0650040,eau potable,1,141,141,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Beaucens,Commune,216500777,65077,155371,0650041,eau potable,1,429,429,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Berbérust-Lias,Commune,216500827,65082,155373,0650042,eau potable,1,56,56,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Betpouey,Commune,216500892,65089,155375,0650043,eau potable,1,109,109,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Beyrède-Jumet,Commune,216500926,65092,155377,0650045,eau potable,1,200,200,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Bordères-Louron,Commune,216500991,65099,155382,0650047,eau potable,1,177,177,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Bordères-sur-l'Échez,Commune,216501007,65100,155384,0650048,eau potable,1,5025,5025,Délégation,Entreprise privée,,31/12/2018,En attente de saisie,,,,,,,,,,,,,,,,
Bourisp,Commune,216501064,65106,155387,0650049,eau potable,1,162,162,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Boô-Silhen,Commune,216500983,65098,155381,0650046,eau potable,1,283,283,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Bulan,Commune,216501114,65111,155390,0650050,eau potable,1,60,60,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Bun,Commune,216501122,65112,155392,0650051,eau potable,1,147,147,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Buzon,Commune,216501148,65114,155393,0650052,eau potable,1,92,46,Régie,Entreprise privée,,,En attente de saisie,,,,,,,,,,,,,,,,
Cadeilhan-Trachère,Commune,216501171,65117,155395,0650054,eau potable,1,41,41,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Cadéac,Commune,216501163,65116,155394,0650053,eau potable,1,310,310,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Camous,Commune,216501221,65122,155396,0650055,eau potable,1,25,25,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Campan,Commune,216501239,65123,155397,0650056,eau potable,1,1391,1391,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Camparan,Commune,216501247,65124,155400,0650057,eau potable,1,65,65,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Campistrous,Commune,216501254,65125,155402,0650197,eau potable,1,332,332,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Cantaous,Commune,216504829,65482,155631,0650204,eau potable,1,448,224,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Capvern,Commune,216501270,65127,155403,0650198,eau potable,1,1342,1342,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Castelnau-Magnoac,Commune,216501296,65129,155405,0650058,eau potable,1,798,798,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Cauterets,Commune,216501387,65138,155408,0650220,eau potable : STATION LE LYS,1,975,325,Délégation,Entreprise privée,,,En cours de saisie,,,,,,,,,,,,,,,,
Cauterets,Commune,216501387,65138,216375,,eau potable : STATION PONT D'ESPAGNE,1,975,325,Délégation,Entreprise privée,,,En cours de saisie,,,,,,,,,,,,,,,,
Cauterets,Commune,216501387,65138,155410,0650059,eau potable : Ville,1,975,325,Régie,Régie à autonomie financière,,,En cours de saisie,,,,,,,,,,,,,,,,
Cazaux-Debat,Commune,216501403,65140,155412,0650060,eau potable,1,27,27,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Cazaux-Fréchet-Anéran-Camors,Commune,216501411,65141,155415,0650061,eau potable,1,54,54,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Cheust,Commune,216501445,65144,155416,0650062,eau potable,1,86,86,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Chèze,Commune,216501452,65145,155418,0650063,eau potable,1,58,58,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Communauté de Communes Pyrénées - Vallées des Gaves,Communauté de communes,200070811,,215341,0650167,eau potable,1,377,377,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Ens,Commune,216501577,65157,155423,0650064,eau potable,1,32,32,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Escala,Commune,216501593,65159,155425,0650486,eau potable,1,401,401,Délégation,Entreprise privée,,30/09/2019,En attente de saisie,,,,,,,,,,,,,,,,
Esparros,Commune,216501650,65165,155427,0650066,eau potable,1,169,169,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Espèche,Commune,216501668,65166,155428,0650067,eau potable,1,60,60,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Esquièze-Sère,Commune,216501684,65168,155429,0650069,eau potable,1,412,412,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Estaing,Commune,216501692,65169,155431,0650070,eau potable,1,77,77,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Estarvielle,Commune,216501718,65171,155432,0650071,eau potable,1,28,28,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Estensan,Commune,216501726,65172,155435,0650072,eau potable,1,41,41,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Esterre,Commune,216501734,65173,155437,0650073,eau potable,1,196,196,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Estirac,Commune,216501742,65174,155438,0650074,eau potable,1,103,51,Régie,Entreprise privée,,01/07/2019,En attente de saisie,,,,,,,,,,,,,,,,
Ferrières,Commune,216501767,65176,155439,0650075,eau potable,1,105,105,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Fréchet-Aure,Commune,216501809,65180,155440,0650076,eau potable,1,12,12,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
GERM-LOURON,Commune,216501999,65199,155453,0650082,eau potable,1,41,20,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
GEZ-ARGELES,Commune,216502021,65202,155457,0650263,eau potable,1,349,174,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Gaillagos,Commune,216501825,65182,155441,0650077,eau potable,1,123,123,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Gazost,Commune,216501916,65191,155447,0650079,eau potable,1,144,144,Régie,Entreprise privée,,31/05/2022,En attente de saisie,,,,,,,,,,,,,,,,
Germs-sur-l'Oussouet,Commune,216502005,65200,155455,0650083,eau potable,1,108,108,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Gez-ez-Angles,Commune,216502039,65203,155458,0650085,eau potable,1,32,32,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Gouaux,Commune,216502054,65205,155460,0650086,eau potable,1,71,71,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Grailhen,Commune,216502088,65208,155463,0650087,eau potable,1,23,23,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Grust,Commune,216502104,65210,155466,0650089,eau potable,1,44,44,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Grézian,Commune,216502096,65209,155465,0650088,eau potable,1,94,94,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Guchan,Commune,216502112,65211,155469,0650090,eau potable,1,143,143,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Guchen,Commune,216502120,65212,155471,0650091,eau potable,1,376,376,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Génos,Commune,216501957,65195,155451,0650081,eau potable,1,161,80,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Hèches,Commune,216502187,65218,155473,0650092,eau potable,1,615,615,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Ibos,Commune,216502260,65226,155477,0650093,eau potable,1,3042,1014,Délégation,Entreprise privée,,31/12/2017,En attente de saisie,,,,,,,,,,,,,,,,
Ilhet,Commune,216502286,65228,155478,0650094,eau potable,1,122,122,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Izaux,Commune,216502310,65231,155479,0650200,eau potable,1,206,206,Régie,Régie à autonomie financière,,,Vérifié,"1,46",15,Sans anomalie apparente,1,75.8,Sans anomalie apparente,1,,,,,,,,,
La Barthe-de-Neste,Commune,216500694,65069,155365,0650196,eau potable,1,1250,1250,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Labassère,Commune,216502385,65238,155482,0650095,eau potable,1,242,242,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Labastide,Commune,216502393,65239,155483,0650096,eau potable,1,170,170,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Labatut-Rivière,Commune,216502401,65240,155484,0650097,eau potable,1,436,436,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,81",30,Sans anomalie apparente,1,91,Sans anomalie apparente,1,0.7,Sans anomalie apparente,1,0.5,Sans anomalie apparente,1,0,Sans anomalie apparente,1
Laborde,Commune,216502419,65241,155485,0650098,eau potable,1,93,93,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Lahitte-Toupière,Commune,216502484,65248,155489,0650100,eau potable,1,261,261,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Lamarque-Pontacq,Commune,216502526,65252,155493,0650101,eau potable,1,840,420,Délégation,Entreprise privée,,31/12/2019,En attente de saisie,,,,,,,,,,,,,,,,
Lannemezan,Commune,216502583,65258,155495,0650195,eau potable,1,6144,6144,Délégation,Entreprise privée,,,En attente de saisie,,,,,,,,,,,,,,,,
Lançon,Commune,216502559,65255,155494,0650102,eau potable,1,36,36,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Larreule,Commune,216502625,65262,155498,0650103,eau potable,1,427,213,Régie,Entreprise privée,,,En attente de saisie,,,,,,,,,,,,,,,,
Lau-Balagnas,Commune,216502674,65267,155499,0650104,eau potable,1,531,265,Régie,Régie à autonomie financière,,,En cours de saisie,,,,,,,,,,,,,,,,
Les Angles,Commune,216500116,65011,155307,0650008,eau potable,1,124,124,Régie,Régie simple,,,En attente de saisie,,,,,,,,,,,,,,,,
Lomné,Commune,216502781,65278,155504,0650106,eau potable,1,34,34,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Lortet,Commune,216502799,65279,155506,0650107,eau potable,1,225,225,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Loudenvielle,Commune,200060325,65282,155320,0650015,eau potable (ARMENTEULE),1,291,145,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Loudenvielle,Commune,200060325,65282,155508,0650108,eau potable : LOUDENVIELLE,1,291,145,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Loudervielle,Commune,216502831,65283,155509,0650109,eau potable,1,59,29,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Lourdes,Commune,216502864,65286,155510,0650194,eau potable,1,14701,14701,Délégation,Entreprise privée,,31/12/2020,Confirmé / publié,"1,31",75,Sans anomalie apparente,1,81.3,Sans anomalie apparente,0,7.6,Sans anomalie apparente,1,5.5,Sans anomalie apparente,1,0.02,Sans anomalie apparente,1
Lugagnan,Commune,216502914,65291,155512,0650110,eau potable,1,154,154,Délégation,Entreprise privée,,20/07/2025,En attente de saisie,,,,,,,,,,,,,,,,
Lutilhous,Commune,216502948,65294,155514,0650201,eau potable,1,231,231,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Luz-Saint-Sauveur,Commune,216502955,65295,155516,0650111,eau potable,1,1007,1007,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Lézignan,Commune,216502716,65271,155502,0650105,eau potable,1,366,366,Régie,Entreprise privée,,,En attente de saisie,,,,,,,,,,,,,,,,
Maubourguet,Commune,216503045,65304,155518,0650112,eau potable,1,2503,1251,Délégation,Entreprise privée,,,En attente de saisie,,,,,,,,,,,,,,,,
Mauvezin,Commune,216503060,65306,155519,0650487,eau potable,1,244,244,Délégation,Entreprise privée,,31/10/2027,En attente de saisie,,,,,,,,,,,,,,,,
Monfaucon,Commune,216503144,65314,155521,0650114,eau potable,1,222,111,Régie,Entreprise privée,,,En attente de saisie,,,,,,,,,,,,,,,,
Mont,Commune,216503177,65317,155523,0650115,eau potable,1,47,47,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Neuilh,Commune,216503284,65328,155528,0650116,eau potable,1,104,104,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Omex,Commune,216503342,65334,155532,0650117,eau potable,1,236,236,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Ossen,Commune,216503433,65343,155536,0650118,eau potable,1,209,209,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Ossun,Commune,216503441,65344,155538,0650119,eau potable,1,2371,1185,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Ossun-ez-Angles,Commune,216503458,65345,155540,0650120,eau potable,1,46,46,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Ourdis-Cotdoussan,Commune,216503482,65348,155541,0650121,eau potable,1,54,54,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Ourdon,Commune,216503490,65349,155542,0650122,eau potable,1,6,6,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Ousté,Commune,216503516,65351,155545,0650123,eau potable,1,35,35,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Ouzous,Commune,216503524,65352,155546,0650124,eau potable,1,212,212,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Pailhac,Commune,216503540,65354,155547,0650125,eau potable,1,68,68,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Peyrouse,Commune,216503607,65360,155550,0650126,eau potable,1,290,290,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Pierrefitte-Nestalas,Commune,216503623,65362,155551,0650127,eau potable,1,1223,1223,Régie,Régie à autonomie financière,,,En cours de saisie,,,,,,,,,,,,,,,,
Ris,Commune,216503797,65379,155559,0650129,eau potable,1,16,16,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
SALLES-ARGELES,Commune,216504001,65400,155575,0650260,eau potable,1,216,108,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
SYNDICAT DE PRODUCTION D'EAU POTABLE D'ARGELES ET D'EXTREME DE SALLES,Syndicat Intercommunal à Vocation Unique,256500166,,155660,0650171,eau potable,5,4372,2185,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
SYNDICAT DE PRODUCTION D'EAU POTABLE DE CANTAOUS-TUZAGUET,Syndicat Intercommunal à Vocation Unique,256501990,,155664,0650203,eau potable,2,914,457,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
SYNDICAT DE PRODUCTION D'EAU POTABLE DE VIC DE PRECHAC,Syndicat Intercommunal à Vocation Unique,256500091,,155663,0650191,eau potable,3,647,441,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
SYNDICAT DE PRODUCTION INTERCOMMUNAL DE L'EAU,Syndicat Mixte,256502212,,155665,0650396,eau potable,12,4715,2355,Régie,Entreprise privée,,,Vérifié,,,,,94.2,Sans anomalie apparente,0,2.1,Sans anomalie apparente,0,2.1,Sans anomalie apparente,1,0,Sans anomalie apparente,1
SYNDICAT INTERCOMMUNAL A VOCATION UNIQUE AURE NEOUVIELLE,Syndicat Intercommunal à Vocation Unique,256502022,,215343,0650216,eau potable,2,408,203,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
SYNDICAT INTERCOMMUNAL D'ADDUCTION D'EAU POTABLE CASTELBAJAC - HOUEYDETS - LAGRANGE,Syndicat Intercommunal à Vocation Unique,256500562,,155644,0650183,eau potable,3,607,607,Délégation,Entreprise privée,,31/12/2021,En attente de saisie,,,,,,,,,,,,,,,,
SYNDICAT INTERCOMMUNAL D'ALIMENTATION EN EAU POTABLE ADOUR COTEAUX,Syndicat Intercommunal à Vocation Unique,256500950,,155637,0650170,eau potable,12,20884,20476,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
SYNDICAT INTERCOMMUNAL D'ALIMENTATION EN EAU POTABLE DE  JEZEAU - BAREILLES,Syndicat Intercommunal à Vocation Unique,256500232,,155648,0650174,eau potable,2,160,160,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
SYNDICAT INTERCOMMUNAL D'ALIMENTATION EN EAU POTABLE DE GERDE - BEAUDEAN,Syndicat Intercommunal à Vocation Unique,256500331,,155653,0650179,eau potable,2,1618,1618,Délégation,Entreprise privée,,31/12/2021,En cours de saisie,,,,,,,,,,,,,,,,
SYNDICAT INTERCOMMUNAL D'ALIMENTATION EN EAU POTABLE DE HOUNTAGNERE,Syndicat Intercommunal à Vocation Unique,256501909,,155658,0650178,eau potable,9,1462,1462,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
SYNDICAT INTERCOMMUNAL D'ALIMENTATION EN EAU POTABLE DE L'ARIZE-NISTOS,Syndicat Intercommunal à Vocation Unique,256500828,,155647,0650172,eau potable,18,3139,3139,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,7",116,Sans anomalie apparente,1,61.5,Sans anomalie apparente,1,2.5,Sans anomalie apparente,1,2.5,Sans anomalie apparente,1,0.32,Sans anomalie apparente,1
SYNDICAT INTERCOMMUNAL D'ALIMENTATION EN EAU POTABLE DE L'ARROS (65),Syndicat Intercommunal à Vocation Unique,256500976,,155646,0650173,eau potable,74,14136,14136,Délégation,Entreprise privée,,30/06/2023,Confirmé / publié,"2,3",120,Sans anomalie apparente,1,77.1,Sans anomalie apparente,1,1.1,Sans anomalie apparente,1,1.1,Sans anomalie apparente,1,0.61,Sans anomalie apparente,1
SYNDICAT INTERCOMMUNAL D'ALIMENTATION EN EAU POTABLE DE LAFITOLE,Syndicat Intercommunal à Vocation Unique,256500653,,155651,0650182,eau potable,5,928,463,Délégation,Entreprise privée,,,En attente de saisie,,,,,,,,,,,,,,,,
SYNDICAT INTERCOMMUNAL D'ALIMENTATION EN EAU POTABLE DE LAU-BALAGNAS SAINT-SAVIN,Syndicat Intercommunal à Vocation Unique,256500158,,155681,0650190,eau potable,2,914,456,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
SYNDICAT INTERCOMMUNAL D'ALIMENTATION EN EAU POTABLE DE RIVIERE BASSE,Syndicat Intercommunal à Vocation Unique,256500497,,155652,0650187,eau potable,10,2363,2363,Délégation,Entreprise privée,,04/06/2019,En attente de saisie,,,,,,,,,,,,,,,,
SYNDICAT INTERCOMMUNAL D'ALIMENTATION EN EAU POTABLE DE TARBES NORD,Syndicat Intercommunal à Vocation Unique,256500786,,155650,0650185,eau potable,27,12405,11997,Délégation,Entreprise privée,,30/04/2027,Confirmé / publié,"1,95",84,Sans anomalie apparente,1,78.4,Sans anomalie apparente,1,2,Sans anomalie apparente,1,1.8,Sans anomalie apparente,1,1.03,Sans anomalie apparente,1
SYNDICAT INTERCOMMUNAL D'ALIMENTATION EN EAU POTABLE DES COTES DE BOURREAC ET DE MIRAMONT,Syndicat Intercommunal à Vocation Unique,256500026,,155638,0650176,eau potable,3,564,512,Délégation,Entreprise privée,,31/01/2024,En attente de saisie,,,,,,,,,,,,,,,,
SYNDICAT INTERCOMMUNAL D'ALIMENTATION EN EAU POTABLE DES HAUTES VALLEES DU GERS ET DE LA BAÏSE,Syndicat Intercommunal à Vocation Unique,256500570,,155645,0650180,eau potable,16,3283,3283,Délégation,Entreprise privée,,31/12/2024,En attente de saisie,,,,,,,,,,,,,,,,
SYNDICAT INTERCOMMUNAL D'ALIMENTATION EN EAU POTABLE DES TROIS VALLEES,Syndicat Intercommunal à Vocation Unique,256501578,,155657,0650192,eau potable : Territoire syndical,10,3914,3866,Délégation,Entreprise privée,,31/12/2023,En attente de saisie,,,,,,,,,,,,,,,,
SYNDICAT INTERCOMMUNAL D'ALIMENTATION EN EAU POTABLE DU CANTON DE TARBES SUD,Syndicat Intercommunal à Vocation Unique,256500901,,155654,0650186,eau potable,11,13730,13730,Délégation,Entreprise privée,,29/07/2024,En attente de saisie,,,,,,,,,,,,,,,,
SYNDICAT INTERCOMMUNAL D'ALIMENTATION EN EAU POTABLE DU MARQUISAT,Syndicat Intercommunal à Vocation Unique,256500711,,155633,0650184,eau potable,17,10324,9900,Délégation,Entreprise privée,,31/12/2023,En attente de saisie,,,,,,,,,,,,,,,,
SYNDICAT INTERCOMMUNAL D'ALIMENTATION EN EAU POTABLE ET D'ASSAINISSEMENT DU HAUT-ADOUR,Syndicat Intercommunal à Vocation Unique,256500349,,155636,0650181,eau potable,7,4213,3841,Délégation,Entreprise privée,,31/12/2017,En attente de saisie,,,,,,,,,,,,,,,,
SYNDICAT INTERCOMMUNAL D'ALIMENTATION EN EAU POTABLE ET D'ASSAINISSEMENT DU LIZON,Syndicat Intercommunal à Vocations Multiples,256501008,,155641,0650193,eau potable,42,5973,5973,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,32",110,Sans anomalie apparente,1,87.3,Sans anomalie apparente,1,0.6,Sans anomalie apparente,1,0.6,Sans anomalie apparente,1,0.69,Sans anomalie apparente,1
Sailhan,Commune,216503847,65384,155560,0650130,eau potable,1,136,136,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Saint-Créac,Commune,216503862,65386,215339,0650217,eau potable,1,96,48,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Saint-Lary-Soulan,Commune,216503888,65388,155564,0650133,eau potable,1,899,299,Délégation,Entreprise privée,,,En attente de saisie,,,,,,,,,,,,,,,,
Saint-Lary-Soulan,Commune,216503888,65388,155563,0650438,eau potable : Territoire n°2 - L'Oule,1,899,299,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Saint-Lary-Soulan,Commune,216503888,65388,155565,0650134,eau potable : Territoire n°3 - Hospice de Rioumajou,1,899,299,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Saint-Pastous,Commune,216503938,65393,155568,0650136,eau potable,1,136,136,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Saint-Pé-de-Bigorre,Commune,216503953,65395,155569,0650137,eau potable,1,1202,1202,Délégation,Entreprise privée,,,En attente de saisie,,,,,,,,,,,,,,,,
Saint-Savin,Commune,216503961,65396,155572,0650189,eau potable,1,383,191,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Saligos,Commune,200065266,65399,155574,0650138,eau potable (SALIGOS (avant 2017)),1,122,61,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Saligos,Commune,200065266,65399,155627,0650163,eau potable (VIZOS),1,122,61,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Sarrancolin,Commune,216504084,65408,155577,0650139,eau potable,1,591,591,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Sassis,Commune,216504118,65411,155579,0650140,eau potable,1,88,88,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
Sauveterre,Commune,216504126,65412,155581,0650141,eau potable,1,170,85,Régie,Entreprise privée,,,En attente de saisie,,,,,,,,,,,,,,,,
Sazos,Commune,216504134,65413,155582,0650142,eau potable,1,122,122,Régie,Régie à autonomie financière,,,En attente de saisie,,,,,,,,,,,,,,,,
