Nom,Type,SIREN,INSEE,SISPEA,UGE,service,Communes,Pop,Pop_service,Mode,Statut_x,operateur,Date,Statut.1,D102.0,P103.2B,Verif_P103.2B,CalculAuto_P103.2B,P104.3,Verif_P104.3,CalculAuto_P104.3,P105.3,Verif_P105.3,CalculAuto_P105.3,P106.3,Verif_P106.3,CalculAuto_P106.3,P107.2,Verif_P107.2,CalculAuto_P107.2,Code Postal,Commune,Département,Région,Statut_y,Altitude Moyenne,Superficie,Population,geo_point_2d,geo_shape,ID Geofla,Code Commune,Code Canton,Code Arrondissement,Code Département,Code Région
Saint-Sulpice-les-Feuilles,Commune,218718203.0,87182,54378,0870024,eau potable,1,1271.0,635.0,Délégation,Entreprise privée,SAUR,31/12/2018,Confirmé / publié,"3,03",103.0,Sans anomalie apparente,1.0,74.3,Sans anomalie apparente,1.0,1.0,Sans anomalie apparente,1.0,1.0,Sans anomalie apparente,1.0,0.1,Sans anomalie apparente,1.0,87160,SAINT-SULPICE-LES-FEUILLES,HAUTE-VIENNE,LIMOUSIN,Chef-lieu canton,298.0,3566.0,1.2,"46.315956063, 1.39206207611","{""type"": ""Polygon"", ""coordinates"": [[[1.425424664597335, 46.29804061112196], [1.415321616969305, 46.29872010170515], [1.403331821120542, 46.29279745458132], [1.393389358781115, 46.29422479125046], [1.376217018239497, 46.287496470444715], [1.356948200035277, 46.29189458113369], [1.343132351305559, 46.30148475177728], [1.341994326909492, 46.317599238838916], [1.35369108293583, 46.32328993424789], [1.353251041284405, 46.326679095693294], [1.358540493475235, 46.33627544637801], [1.356857495731587, 46.34295215169744], [1.383057477139697, 46.3369591118334], [1.395474011798257, 46.34144871350785], [1.409687445001624, 46.34190907277168], [1.426109038153236, 46.33523799800181], [1.440265881984466, 46.33535153693018], [1.44573109782333, 46.33063475315994], [1.438630919789679, 46.32293623568151], [1.442384735655388, 46.30341650563428], [1.425424664597335, 46.29804061112196]]]}",12391,182,28,1,87,74
Sauviat-sur-Vige,Commune,218719003.0,87190,54385,0870096,eau potable,1,979.0,979.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,46",90.0,Sans anomalie apparente,1.0,78.4,Sans anomalie apparente,1.0,0.7,Sans anomalie apparente,1.0,0.6,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,87400,SAUVIAT-SUR-VIGE,HAUTE-VIENNE,LIMOUSIN,Commune simple,434.0,3103.0,0.9,"45.9066917646, 1.58854846904","{""type"": ""Polygon"", ""coordinates"": [[[1.591033074725446, 45.8830731849865], [1.571575330699208, 45.88349547732567], [1.553581438496012, 45.88807612348736], [1.54992352782851, 45.89034392309883], [1.550816174006835, 45.89711019938645], [1.546219607759144, 45.89825806199636], [1.522411283752618, 45.897625236774374], [1.528661884651557, 45.90943318936897], [1.546056649605938, 45.91372905329683], [1.5472651107259, 45.916833793162155], [1.556004006252644, 45.919179280751784], [1.57338256913684, 45.91582423867695], [1.577317997996357, 45.91782818969633], [1.581218554826184, 45.93072027787922], [1.604920881834689, 45.93305943965959], [1.61777476104848, 45.93004696628212], [1.625725362240463, 45.932629549364854], [1.628009347681877, 45.926433921695704], [1.63711921886948, 45.92597663078254], [1.625992901464577, 45.91569196519184], [1.641569686669259, 45.89621943525858], [1.641483232745468, 45.89239974320376], [1.632501092347854, 45.89001287985742], [1.622336580776282, 45.89626594252188], [1.618303541253253, 45.88683216634382], [1.611896878633486, 45.89030217686493], [1.602084931728808, 45.88967693485186], [1.591033074725446, 45.8830731849865]]]}",8837,190,26,2,87,74
Sussac,Commune,218719409.0,87194,54391,0870098,eau potable,1,353.0,353.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,51",110.0,Sans anomalie apparente,1.0,70.2,Sans anomalie apparente,1.0,0.7,Sans anomalie apparente,1.0,0.6,Sans anomalie apparente,1.0,1.82,Sans anomalie apparente,1.0,87130,SUSSAC,HAUTE-VIENNE,LIMOUSIN,Commune simple,495.0,2546.0,0.4,"45.6580687959, 1.65195994088","{""type"": ""Polygon"", ""coordinates"": [[[1.639839602775075, 45.626525578792204], [1.633720685873458, 45.6315759497792], [1.637480019057697, 45.63791682225789], [1.634941642807528, 45.64089412013421], [1.630662561328813, 45.64259834576531], [1.616641499283077, 45.64414708531952], [1.607514563797352, 45.656310023081254], [1.609982298520679, 45.65930356226625], [1.62678176011585, 45.671208743067126], [1.618327441902317, 45.67847242070856], [1.621952645574663, 45.68045316749385], [1.640249866592151, 45.67727120112835], [1.651238511282925, 45.68449116767029], [1.655195626654736, 45.68609654180953], [1.668094773602915, 45.68297156312873], [1.675652528070131, 45.67158689742869], [1.681263079361358, 45.662556588156804], [1.69486124577676, 45.66162528779108], [1.696419584547342, 45.645081220845654], [1.6892757911503, 45.6420262687646], [1.675546168351866, 45.6395239761891], [1.667187326117731, 45.64275756066896], [1.646463669096038, 45.63490009014613], [1.639839602775075, 45.626525578792204]]]}",6061,194,6,2,87,74
Vaulry,Commune,218719805.0,87198,54396,0870058,eau potable,1,409.0,409.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,58",10.0,Sans anomalie apparente,1.0,78.6,Sans anomalie apparente,1.0,0.8,Sans anomalie apparente,1.0,0.7,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,87140,VAULRY,HAUTE-VIENNE,LIMOUSIN,Commune simple,306.0,1561.0,0.4,"46.027608122, 1.0838246874","{""type"": ""Polygon"", ""coordinates"": [[[1.115662150084696, 46.03268951903516], [1.121458655831456, 46.02844413548358], [1.101850432240341, 46.00983217479292], [1.093638949363417, 46.00618136561813], [1.086578388358278, 46.01034993992588], [1.077944083592023, 46.007357397497586], [1.071563132179913, 46.012013988674106], [1.053431319234525, 46.01184805693839], [1.058393461730927, 46.02509336272915], [1.067397917758221, 46.033426183635], [1.059503565459736, 46.04603711065331], [1.066262617383144, 46.05099869071573], [1.080501450446986, 46.053726723113364], [1.086857911249084, 46.05100577600461], [1.088164763214183, 46.04616374125418], [1.088796220781426, 46.03841888610409], [1.097962090737195, 46.03816770989941], [1.106628235056418, 46.03101670778712], [1.115662150084696, 46.03268951903516]]]}",7679,198,17,1,87,74
Vicq-sur-Breuilh,Commune,218720308.0,87203,54400,0870099,eau potable,1,1383.0,1383.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,16",120.0,Sans anomalie apparente,1.0,91.8,Sans anomalie apparente,1.0,0.2,Sans anomalie apparente,1.0,0.2,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,87260,VICQ-SUR-BREUILH,HAUTE-VIENNE,LIMOUSIN,Commune simple,365.0,5128.0,1.3,"45.6495648123, 1.39073762507","{""type"": ""Polygon"", ""coordinates"": [[[1.409564979119997, 45.60213376706662], [1.381140231567505, 45.613256782161706], [1.357530007865181, 45.63045067366686], [1.344328537732681, 45.63274308716454], [1.3401509455706, 45.64962333647768], [1.336122794468326, 45.65161742339674], [1.339185896477689, 45.66039025690032], [1.332235695084951, 45.66426854262389], [1.332630328460741, 45.66737273861956], [1.338386747326491, 45.67246562202952], [1.351754658883825, 45.67095077534072], [1.357046596886021, 45.67617998517483], [1.3748704128836, 45.68000525645665], [1.382485452827212, 45.68895047626772], [1.388226964295067, 45.691698759800694], [1.392216034525494, 45.69373723765818], [1.424784666423741, 45.678345637665096], [1.43032183305826, 45.67292890781293], [1.425865839749751, 45.66111307509694], [1.434372004980412, 45.65282852345153], [1.441569114725289, 45.636671531248446], [1.451104524271316, 45.62946283787498], [1.451949935773732, 45.62447584773381], [1.437785834951733, 45.626054380996074], [1.430200568630763, 45.62194089075735], [1.421334307266963, 45.62498716245945], [1.408270008305164, 45.62041688797014], [1.407755315313759, 45.61376271962496], [1.413748698897938, 45.60838037954902], [1.409564979119997, 45.60213376706662]]]}",12483,203,23,2,87,74
Attigny,Commune,218800167.0,88016,99554,0880355,eau potable,1,250.0,250.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,27",110.0,Sans anomalie apparente,1.0,78.1,Sans anomalie apparente,1.0,2.0,Sans anomalie apparente,1.0,1.1,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,88260,ATTIGNY,VOSGES,LORRAINE,Commune simple,292.0,1609.0,0.3,"48.0615234718, 6.02500764856","{""type"": ""Polygon"", ""coordinates"": [[[5.996738563087996, 48.038631997842124], [5.995163349607248, 48.05113547132544], [5.98582115836485, 48.05171500662512], [5.990939371814402, 48.056483931764966], [5.990926285123517, 48.065282359831706], [5.999151344335134, 48.06746853174699], [6.002540529584515, 48.07297439553812], [6.015272502220445, 48.07781809262575], [6.019749974216639, 48.076451645243246], [6.030143534763027, 48.08336188952927], [6.039528072823607, 48.08389454570074], [6.046436729790824, 48.079006271657875], [6.046413156702184, 48.07229788014261], [6.053583023762344, 48.068014706529894], [6.050714847737234, 48.06161413024464], [6.064002205680852, 48.05699144782212], [6.061872490955401, 48.0515264474555], [6.051723616037553, 48.05022303340483], [6.041044959623588, 48.043664216485276], [6.016721748132602, 48.04856774124976], [6.00150477345671, 48.04738081911922], [6.000986691047884, 48.04061299503358], [5.996738563087996, 48.038631997842124]]]}",11348,16,10,1,88,41
Belmont-lès-Darney,Commune,218800498.0,88049,99567,0880343,eau potable,1,116.0,116.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,35",105.0,Sans anomalie apparente,1.0,98.6,Sans anomalie apparente,1.0,1.9,Sans anomalie apparente,1.0,0.2,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,88260,BELMONT-LES-DARNEY,VOSGES,LORRAINE,Commune simple,306.0,415.0,0.1,"48.0858034217, 6.01460062165","{""type"": ""Polygon"", ""coordinates"": [[[6.002540529584515, 48.07297439553812], [6.0002674715058, 48.09141179940583], [6.025581733499575, 48.097824425507284], [6.030143534763027, 48.08336188952927], [6.019749974216639, 48.076451645243246], [6.015272502220445, 48.07781809262575], [6.002540529584515, 48.07297439553812]]]}",27395,49,10,1,88,41
Belmont-sur-Buttant,Commune,218800506.0,88050,99568,0880342,eau potable,1,299.0,299.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,44",100.0,Sans anomalie apparente,1.0,65.6,Sans anomalie apparente,1.0,2.5,Sans anomalie apparente,1.0,2.5,Sans anomalie apparente,1.0,2.03,Sans anomalie apparente,1.0,88600,BELMONT-SUR-BUTTANT,VOSGES,LORRAINE,Commune simple,468.0,848.0,0.3,"48.2215096552, 6.76849283806","{""type"": ""Polygon"", ""coordinates"": [[[6.767310897376366, 48.20262649205095], [6.745142557166144, 48.21057440827734], [6.752381439664638, 48.22385649744262], [6.762752578878203, 48.234308991133574], [6.74557903877292, 48.24043972303964], [6.783623662621382, 48.23692111865206], [6.785418023089798, 48.227170946571285], [6.793655771345179, 48.22342943949628], [6.785387152273848, 48.2149118678344], [6.771790277525454, 48.20628487792604], [6.767310897376366, 48.20262649205095]]]}",18521,50,2,3,88,41
Belval,Commune,218800530.0,88053,99570,0880340,eau potable,1,159.0,159.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,92",100.0,Sans anomalie apparente,1.0,84.6,Sans anomalie apparente,1.0,1.1,Sans anomalie apparente,1.0,0.8,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,88210,BELVAL,VOSGES,LORRAINE,Commune simple,617.0,690.0,0.2,"48.4086416787, 7.07490269655","{""type"": ""Polygon"", ""coordinates"": [[[7.070359169642814, 48.397686157893695], [7.044365523379942, 48.4026932250109], [7.048634126150118, 48.41243866229723], [7.078485040059348, 48.41348702050294], [7.08215873206875, 48.42192763881058], [7.095686751550577, 48.42653276507201], [7.095803643097702, 48.40495308189873], [7.084984818990843, 48.397885423431006], [7.070359169642814, 48.397686157893695]]]}",30055,53,26,3,88,41
Bleurville,Commune,218800613.0,88061,99572,0880338,eau potable,1,357.0,357.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,49",82.0,Sans anomalie apparente,1.0,72.7,Sans anomalie apparente,1.0,4.8,Sans anomalie apparente,1.0,3.6,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,88410,BLEURVILLE,VOSGES,LORRAINE,Commune simple,315.0,2042.0,0.3,"48.0671041641, 5.95653169115","{""type"": ""Polygon"", ""coordinates"": [[[5.935369356398668, 48.037342062832316], [5.929244946925561, 48.04095261288497], [5.926680621234222, 48.05455995423849], [5.935163576937883, 48.062930512476726], [5.926412382739632, 48.071324792823944], [5.934475067646447, 48.082245185635436], [5.938278850294541, 48.08370820005368], [5.939143392370545, 48.09249335800127], [5.953040616442826, 48.09728759979196], [5.96197695240683, 48.09723437502798], [5.972614376866844, 48.08200922059353], [5.990926285123517, 48.065282359831706], [5.990939371814402, 48.056483931764966], [5.98582115836485, 48.05171500662512], [5.975679970877566, 48.04477662473495], [5.945831040885039, 48.047508594128715], [5.93658583994805, 48.04426365114973], [5.935369356398668, 48.037342062832316]]]}",3271,61,17,1,88,41
Brouvelieures,Commune,218800761.0,88076,99578,0880332,eau potable,1,465.0,465.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,45",100.0,Sans anomalie apparente,1.0,50.6,Sans anomalie apparente,1.0,7.4,Sans anomalie apparente,1.0,7.4,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,88600,BROUVELIEURES,VOSGES,LORRAINE,Chef-lieu canton,424.0,740.0,0.5,"48.2431644831, 6.73071847115","{""type"": ""Polygon"", ""coordinates"": [[[6.730112290629346, 48.22176963950544], [6.721080518998618, 48.224630834136796], [6.715164961606212, 48.23021271680668], [6.713313034121597, 48.24028747007906], [6.708355304130369, 48.24111878961063], [6.726139759459651, 48.25177364376991], [6.722701236499015, 48.260376176638566], [6.759524308509645, 48.25880499990243], [6.744184636584235, 48.24928451018628], [6.739560157994613, 48.24322466116665], [6.739522019679569, 48.23280387219445], [6.730112290629346, 48.22176963950544]]]}",7472,76,2,3,88,41
Bruyères,Commune,218800787.0,88078,99579,0880331,eau potable,1,3211.0,3211.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,99",100.0,Sans anomalie apparente,1.0,50.2,Sans anomalie apparente,1.0,16.5,Sans anomalie apparente,1.0,15.9,Sans anomalie apparente,1.0,0.32,Sans anomalie apparente,1.0,88600,BRUYERES,VOSGES,LORRAINE,Chef-lieu canton,485.0,1600.0,3.3,"48.2129348466, 6.71603066311","{""type"": ""Polygon"", ""coordinates"": [[[6.746955379591678, 48.190564047365754], [6.742612281822289, 48.20036752133914], [6.712004081624399, 48.198532676335226], [6.683111468726452, 48.20733758503952], [6.672532385986281, 48.20674840925785], [6.660479415526971, 48.2115184537078], [6.675837088697755, 48.212401414113494], [6.684014848610771, 48.21660528222385], [6.690534993235409, 48.221950355666515], [6.696019878924351, 48.235200125690874], [6.708355304130369, 48.24111878961063], [6.713313034121597, 48.24028747007906], [6.715164961606212, 48.23021271680668], [6.721080518998618, 48.224630834136796], [6.730112290629346, 48.22176963950544], [6.73700098826534, 48.21359785148366], [6.745142557166144, 48.21057440827734], [6.767310897376366, 48.20262649205095], [6.763631731568605, 48.19903251284978], [6.755839005439233, 48.19158781354279], [6.746955379591678, 48.190564047365754]]]}",3646,78,3,1,88,41
Bussang,Commune,218800811.0,88081,99581,0880330,eau potable,1,1462.0,1462.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,69",15.0,Sans anomalie apparente,1.0,50.1,Sans anomalie apparente,1.0,8.1,Sans anomalie apparente,1.0,8.0,Sans anomalie apparente,1.0,0.36,Sans anomalie apparente,1.0,88540,BUSSANG,VOSGES,LORRAINE,Commune simple,833.0,2765.0,1.6,"47.8913024927, 6.87663647751","{""type"": ""Polygon"", ""coordinates"": [[[6.907134816768363, 47.87129048836466], [6.897141706579811, 47.86943340462206], [6.887467870496251, 47.87192610493818], [6.863965134594491, 47.864944744470804], [6.833844478647605, 47.86764546964994], [6.821841939517227, 47.874281471103025], [6.844774066735474, 47.891904153964205], [6.844368336766914, 47.89832381937779], [6.852105646420286, 47.90579192802654], [6.870918396526779, 47.914949155756815], [6.912346212979363, 47.91837809900441], [6.922160436958345, 47.91732067887327], [6.927513167133982, 47.912131715281504], [6.924760715376813, 47.90590727047183], [6.917035553435531, 47.901651030519076], [6.918458069701718, 47.89841372519124], [6.898328478088026, 47.888694987411284], [6.90711111048995, 47.88115812294383], [6.907134816768363, 47.87129048836466]]]}",13168,81,27,1,88,41
Capavenir Vosges,Commune,200059939.0,88465,99666,0880281,eau potable (GIRMONT),1,9352.0,2338.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,61",15.0,Sans anomalie apparente,1.0,63.2,Sans anomalie apparente,1.0,5.8,Sans anomalie apparente,1.0,5.6,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,88150,THAON-LES-VOSGES,VOSGES,LORRAINE,Commune simple,325.0,1176.0,8.0,"48.2495514114, 6.40863836497","{""type"": ""Polygon"", ""coordinates"": [[[6.414457574595906, 48.23553284590763], [6.394096609366429, 48.22666330157179], [6.385834345753736, 48.2302326814494], [6.384612772224233, 48.236400764112], [6.377226667060007, 48.2404216627352], [6.387264531429815, 48.23948584715273], [6.394921722242083, 48.24324668358532], [6.38764612337652, 48.25926985253368], [6.41483087608876, 48.273554354943336], [6.422863292618276, 48.26948552117965], [6.425122227905416, 48.26024299583531], [6.440557522978154, 48.23926061028113], [6.426149896564925, 48.24244423557823], [6.414457574595906, 48.23553284590763]]]}",31609,465,6,1,88,41
Capavenir Vosges,Commune,200059939.0,88465,99754,0880221,eau potable (ONCOURT),1,9352.0,2338.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"2,77",10.0,Sans anomalie apparente,1.0,63.3,Sans anomalie apparente,1.0,2.4,Sans anomalie apparente,1.0,2.1,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,88150,THAON-LES-VOSGES,VOSGES,LORRAINE,Commune simple,325.0,1176.0,8.0,"48.2495514114, 6.40863836497","{""type"": ""Polygon"", ""coordinates"": [[[6.414457574595906, 48.23553284590763], [6.394096609366429, 48.22666330157179], [6.385834345753736, 48.2302326814494], [6.384612772224233, 48.236400764112], [6.377226667060007, 48.2404216627352], [6.387264531429815, 48.23948584715273], [6.394921722242083, 48.24324668358532], [6.38764612337652, 48.25926985253368], [6.41483087608876, 48.273554354943336], [6.422863292618276, 48.26948552117965], [6.425122227905416, 48.26024299583531], [6.440557522978154, 48.23926061028113], [6.426149896564925, 48.24244423557823], [6.414457574595906, 48.23553284590763]]]}",31609,465,6,1,88,41
Capavenir Vosges,Commune,200059939.0,88465,99834,0880005,eau potable (THAON-LES-VOSGES),1,9352.0,2338.0,Délégation,Entreprise privée,,31/12/2024,Confirmé / publié,"2,5",81.0,Sans anomalie apparente,1.0,79.2,Sans anomalie apparente,1.0,4.6,Sans anomalie apparente,1.0,4.1,Sans anomalie apparente,1.0,0.11,Sans anomalie apparente,1.0,88150,THAON-LES-VOSGES,VOSGES,LORRAINE,Commune simple,325.0,1176.0,8.0,"48.2495514114, 6.40863836497","{""type"": ""Polygon"", ""coordinates"": [[[6.414457574595906, 48.23553284590763], [6.394096609366429, 48.22666330157179], [6.385834345753736, 48.2302326814494], [6.384612772224233, 48.236400764112], [6.377226667060007, 48.2404216627352], [6.387264531429815, 48.23948584715273], [6.394921722242083, 48.24324668358532], [6.38764612337652, 48.25926985253368], [6.41483087608876, 48.273554354943336], [6.422863292618276, 48.26948552117965], [6.425122227905416, 48.26024299583531], [6.440557522978154, 48.23926061028113], [6.426149896564925, 48.24244423557823], [6.414457574595906, 48.23553284590763]]]}",31609,465,6,1,88,41
Chamagne,Commune,218800845.0,88084,99584,0880328,eau potable,1,464.0,464.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,48",101.0,Sans anomalie apparente,1.0,85.0,Sans anomalie apparente,1.0,4.2,Sans anomalie apparente,1.0,3.7,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,88130,CHAMAGNE,VOSGES,LORRAINE,Commune simple,279.0,1533.0,0.5,"48.4085056939, 6.29230922358","{""type"": ""Polygon"", ""coordinates"": [[[6.35396319933103, 48.403881306580125], [6.335118501615817, 48.399307468370246], [6.319572485713429, 48.40002309123994], [6.291817230490065, 48.390622234060515], [6.266441096093544, 48.39236900205978], [6.260429854264841, 48.406401161367555], [6.270297573655836, 48.42610067601965], [6.279464191411793, 48.424055665915034], [6.297321102600323, 48.433744239354425], [6.302843026286715, 48.42838610679969], [6.308257726676023, 48.41189222111939], [6.336508648121372, 48.404590077400506], [6.35396319933103, 48.403881306580125]]]}",7735,84,5,1,88,41
Champdray,Commune,218800852.0,88085,99586,0880327,eau potable,1,173.0,173.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,46",75.0,Sans anomalie apparente,1.0,93.6,Sans anomalie apparente,1.0,0.3,Sans anomalie apparente,1.0,0.3,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,88640,CHAMPDRAY,VOSGES,LORRAINE,Commune simple,708.0,962.0,0.2,"48.1281659319, 6.75998154739","{""type"": ""Polygon"", ""coordinates"": [[[6.766893858134051, 48.102817116631776], [6.756331268375009, 48.11846010252315], [6.733184444138745, 48.13226692683036], [6.733166553537817, 48.13924898508218], [6.738161483832328, 48.138892516052934], [6.753242963808046, 48.14752084127497], [6.763140676527014, 48.14681798431428], [6.776474036225233, 48.13637411945281], [6.775195200665027, 48.11942476580242], [6.783592195329861, 48.107047638802854], [6.769324714978428, 48.10578432122711], [6.766893858134051, 48.102817116631776]]]}",16822,85,8,3,88,41
Chantraine,Commune,218800878.0,88087,99588,0880026,eau potable,1,3239.0,3239.0,Délégation,Entreprise privée,,30/09/2030,Vérifié,"2,75",107.0,Sans anomalie apparente,0.0,77.6,Sans anomalie apparente,0.0,4.7,Sans anomalie apparente,0.0,4.1,Sans anomalie apparente,0.0,0.0,Sans anomalie apparente,1.0,88000,CHANTRAINE,VOSGES,LORRAINE,Commune simple,408.0,612.0,3.1,"48.1667597776, 6.41955760454","{""type"": ""Polygon"", ""coordinates"": [[[6.402717243176946, 48.14490764014165], [6.408909136644084, 48.15034893018138], [6.403127533171456, 48.1598377034883], [6.407237510054051, 48.16198869549762], [6.41499305186703, 48.188648784222046], [6.417326098184407, 48.183078316486444], [6.427356778710744, 48.17723037441992], [6.441117737649756, 48.16770610795753], [6.402717243176946, 48.14490764014165]]]}",22222,87,30,1,88,41
Chavelot,Commune,218800993.0,88099,99596,0880323,eau potable,1,1506.0,753.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,61",85.0,Sans anomalie apparente,1.0,87.5,Sans anomalie apparente,1.0,9.5,Sans anomalie apparente,1.0,2.8,Sans anomalie apparente,1.0,0.06,Sans anomalie apparente,1.0,88150,CHAVELOT,VOSGES,LORRAINE,Commune simple,323.0,620.0,1.5,"48.2275024139, 6.43045423076","{""type"": ""Polygon"", ""coordinates"": [[[6.444167639077309, 48.21445109331906], [6.420716487005814, 48.216060471166365], [6.41784910466944, 48.21860220883678], [6.409047870190322, 48.21712743684222], [6.417899827280007, 48.23102929027566], [6.418625646843904, 48.2341154061762], [6.414457574595906, 48.23553284590763], [6.426149896564925, 48.24244423557823], [6.440557522978154, 48.23926061028113], [6.447198140443057, 48.23380735424493], [6.444167639077309, 48.21445109331906]]]}",35306,99,6,1,88,41
Chermisey,Commune,218801025.0,88102,99600,0880322,eau potable,1,104.0,104.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,64",41.0,Sans anomalie apparente,1.0,90.2,Sans anomalie apparente,1.0,3.4,Sans anomalie apparente,1.0,3.4,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,88630,CHERMISEY,VOSGES,LORRAINE,Commune simple,416.0,1081.0,0.1,"48.4148753305, 5.56909625806","{""type"": ""Polygon"", ""coordinates"": [[[5.545179307088691, 48.39159857533632], [5.550144151851023, 48.401447321979916], [5.544801182917143, 48.42538830006394], [5.566635817197437, 48.43410796396535], [5.576648885965015, 48.43197362984246], [5.587485835792594, 48.42104422153152], [5.599516601572759, 48.41547930401953], [5.599458597466008, 48.40638014649184], [5.560350351072459, 48.39950806512602], [5.545179307088691, 48.39159857533632]]]}",29921,102,9,2,88,41
Combrimont,Commune,218801132.0,88113,99608,0880316,eau potable,1,152.0,152.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,8",110.0,Sans anomalie apparente,1.0,72.8,Sans anomalie apparente,1.0,2.1,Sans anomalie apparente,1.0,1.8,Sans anomalie apparente,1.0,0.0,Sans anomalie apparente,1.0,88490,COMBRIMONT,VOSGES,LORRAINE,Commune simple,482.0,474.0,0.2,"48.2743557331, 7.0756682175","{""type"": ""Polygon"", ""coordinates"": [[[7.079487231630349, 48.263316828565245], [7.0489428803664, 48.28005263705126], [7.048929709218561, 48.28497212906365], [7.055902110502949, 48.28208437459652], [7.063319733450034, 48.284451324660246], [7.092060166884562, 48.2770000511819], [7.099262298988097, 48.27190331184142], [7.102485348888132, 48.26892640482121], [7.079487231630349, 48.263316828565245]]]}",24272,113,24,3,88,41
Courcelles-sous-Châtenois,Commune,218801173.0,88117,99615,0880315,eau potable,1,83.0,83.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"3,44",75.0,Sans anomalie apparente,1.0,91.9,Sans anomalie apparente,1.0,3.3,Sans anomalie apparente,1.0,2.8,Sans anomalie apparente,1.0,18.67,Sans anomalie apparente,0.0,88170,COURCELLES-SOUS-CHATENOIS,VOSGES,LORRAINE,Commune simple,395.0,236.0,0.1,"48.3280700524, 5.81600954433","{""type"": ""Polygon"", ""coordinates"": [[[5.827401209280602, 48.32382992353658], [5.818123956912642, 48.32074714056088], [5.808435019855913, 48.323336204748415], [5.801843219118519, 48.3321350935448], [5.824377020485614, 48.33489460334604], [5.827401209280602, 48.32382992353658]]]}",21892,117,7,2,88,41
Coussey,Commune,218801181.0,88118,99616,0880314,eau potable,1,761.0,761.0,Régie,Régie à autonomie financière,,,Confirmé / publié,"1,53",93.0,Sans anomalie apparente,1.0,61.7,Sans anomalie apparente,1.0,8.7,Sans anomalie apparente,1.0,8.3,Sans anomalie apparente,1.0,0.06,Sans anomalie apparente,1.0,88630,COUSSEY,VOSGES,LORRAINE,Chef-lieu canton,319.0,1625.0,0.7,"48.4131072973, 5.66796471132","{""type"": ""Polygon"", ""coordinates"": [[[5.709238402650801, 48.39141844256735], [5.707137860681325, 48.393410864262904], [5.688129173298387, 48.39279930653354], [5.682668465052321, 48.398360144697136], [5.673422269939693, 48.40048642700282], [5.64457202955921, 48.40420314692667], [5.622469042937037, 48.4123454548056], [5.620083808204186, 48.4190142601726], [5.624898942353806, 48.41876374741577], [5.637538017814437, 48.42836691040474], [5.657575115554454, 48.429287851162094], [5.671866929551314, 48.42573518458102], [5.675908063015043, 48.42780445501227], [5.676088553621256, 48.43453355435155], [5.68616359945014, 48.43553903941794], [5.687444459321616, 48.43545601728564], [5.689196986379892, 48.41631478903052], [5.709988198788207, 48.402554694143355], [5.713241029136887, 48.39695310211402], [5.709238402650801, 48.39141844256735]]]}",27404,118,9,2,88,41
